x	y	c
 6	 5	0.028301
 7	 5	0.059578
 8	 5	0.529994
 9	 5	0.946496
10	 5	0.493160
11	 5	0.882868
12	 5	0.423930
13	 5	0.702376
14	 5	0.235161
15	 5	0.343323
16	 5	0.309507
17	 5	0.166904
18	 5	0.281649
19	 5	0.026199
20	 5	0.811142
21	 5	0.025455
22	 5	0.400454
23	 5	0.916738
24	 5	0.893665
25	 5	0.414887
26	 5	0.706414
27	 5	0.553239
28	 5	0.852732
29	 5	0.066617
30	 5	0.191528
31	 5	0.388477
 0	 6	0.932637
 1	 6	0.545976
 2	 6	0.893680
 3	 6	0.796778
 4	 6	0.723950
 5	 6	0.921981
 6	 6	0.856357
 7	 6	0.253945
 8	 6	0.868477
 9	 6	0.349517
10	 6	0.136813
11	 6	0.292407
12	 6	0.051892
13	 6	0.371974
14	 6	0.635730
15	 6	0.361399
16	 6	0.538878
17	 6	0.917379
18	 6	0.387598
19	 6	0.350020
20	 6	0.942834
21	 6	0.788052
22	 6	0.266759
23	 6	0.836500
24	 6	0.202939
25	 6	0.973173
26	 6	0.389739
27	 6	0.055671
28	 6	0.039790
29	 6	0.581268
30	 6	0.444147
31	 6	0.972427
 0	 7	0.127243
 1	 7	0.337828
 2	 7	0.769205
 3	 7	0.851194
 4	 7	0.259809
 5	 7	0.625562
 6	 7	0.105138
 7	 7	0.128286
 8	 7	0.975078
 9	 7	0.241951
10	 7	0.420693
11	 7	0.026971
12	 7	0.613925
13	 7	0.056423
14	 7	0.388370
15	 7	0.152803
16	 7	0.973802
17	 7	0.775968
18	 7	0.502823
19	 7	0.916636
20	 7	0.564020
21	 7	0.769582
22	 7	0.753136
23	 7	0.766959
24	 7	0.742755
25	 7	0.142875
26	 7	0.822629
27	 7	0.782545
28	 7	0.724143
29	 7	0.266777
30	 7	0.754972
31	 7	0.851386
 0	 8	0.604604
 1	 8	0.524177
 2	 8	0.702580
 3	 8	0.864413
 4	 8	0.149738
 5	 8	0.807718
 6	 8	0.992699
 7	 8	0.124817
 8	 8	0.049669
 9	 8	0.413392
10	 8	0.151787
11	 8	0.663594
12	 8	0.469815
13	 8	0.540157
14	 8	0.816397
15	 8	0.443616
16	 8	0.316125
17	 8	0.319220
18	 8	0.360253
19	 8	0.880145
20	 8	0.088802
21	 8	0.113389
22	 8	0.647103
23	 8	0.831557
24	 8	0.256264
25	 8	0.469732
26	 8	0.614102
27	 8	0.980407
28	 8	0.736509
29	 8	0.369074
30	 8	0.831793
31	 8	0.341114
 0	 9	0.893250
 1	 9	0.534373
 2	 9	0.205527
 3	 9	0.042989
 4	 9	0.342092
 5	 9	0.198226
 6	 9	0.167806
 7	 9	0.391761
 8	 9	0.611617
 9	 9	0.319593
10	 9	0.055355
11	 9	0.081432
12	 9	0.859750
13	 9	0.871752
14	 9	0.525048
15	 9	0.175875
16	 9	0.190973
17	 9	0.885301
18	 9	0.056020
19	 9	0.279775
20	 9	0.998689
21	 9	0.703123
22	 9	0.111332
23	 9	0.254954
24	 9	0.172855
25	 9	0.725434
26	 9	0.235360
27	 9	0.909364
28	 9	0.094508
29	 9	0.067154
30	 9	0.250478
31	 9	0.987758
 0	10	0.601527
 1	10	0.456005
 2	10	0.030747
 3	10	0.943619
 4	10	0.654230
 5	10	0.198553
 6	10	0.335380
 7	10	0.265847
 8	10	0.518146
 9	10	0.390735
10	10	0.347279
11	10	0.377896
12	10	0.262488
13	10	0.872327
14	10	0.553772
15	10	0.453460
16	10	0.757628
17	10	0.609791
18	10	0.733236
19	10	0.756318
20	10	0.312914
21	10	0.844568
22	10	0.011271
23	10	0.485769
24	10	0.570002
25	10	0.246632
26	10	0.395134
27	10	0.664510
28	10	0.313785
29	10	0.645611
30	10	0.652268
31	10	0.915313
 0	11	0.101616
 1	11	0.683016
 2	11	0.858931
 3	11	0.755846
 4	11	0.881568
 5	11	0.194311
 6	11	0.021694
 7	11	0.399715
 8	11	0.585046
 9	11	0.368973
10	11	0.777611
11	11	0.847534
12	11	0.241300
13	11	0.331383
14	11	0.300994
15	11	0.998928
16	11	0.941174
17	11	0.034230
18	11	0.755246
19	11	0.254088
20	11	0.878798
21	11	0.766517
22	11	0.739857
23	11	0.448800
24	11	0.013149
25	11	0.134991
26	11	0.113310
27	11	0.326934
28	11	0.780602
29	11	0.765578
30	11	0.242247
31	11	0.882218
 0	12	0.448594
 1	12	0.101178
 2	12	0.638064
 3	12	0.330162
 4	12	0.295489
 5	12	0.659758
 6	12	0.729877
 7	12	0.880536
 8	12	0.028730
 9	12	0.507488
10	12	0.728070
11	12	0.270030
12	12	0.838870
13	12	0.029064
14	12	0.268959
15	12	0.780044
16	12	0.063294
17	12	0.024204
18	12	0.034132
19	12	0.942092
20	12	0.790722
21	12	0.773990
22	12	0.390892
23	12	0.803870
24	12	0.908981
25	12	0.504202
26	12	0.130804
27	12	0.689583
28	12	0.269780
29	12	0.373051
30	12	0.571801
31	12	0.718373
 0	13	0.474229
 1	13	0.209865
 2	13	0.048536
 3	13	0.769718
 4	13	0.869623
 5	13	0.778412
 6	13	0.650254
 7	13	0.898353
 8	13	0.285900
 9	13	0.378323
10	13	0.168383
11	13	0.124770
12	13	0.407387
13	13	0.437342
14	13	0.904815
15	13	0.470681
16	13	0.461547
17	13	0.938947
18	13	0.412773
19	13	0.252268
20	13	0.712937
21	13	0.803665
22	13	0.056138
23	13	0.621917
24	13	0.307867
25	13	0.186943
26	13	0.311500
27	13	0.577647
28	13	0.559994
29	13	0.883301
30	13	0.296020
31	13	0.034222
 0	14	0.093166
 1	14	0.344556
 2	14	0.803940
 3	14	0.962788
 4	14	0.122968
 5	14	0.454194
 6	14	0.861141
 7	14	0.408868
 8	14	0.832517
 9	14	0.029525
10	14	0.533638
11	14	0.239905
12	14	0.466867
13	14	0.438453
14	14	0.710586
15	14	0.928413
16	14	0.377400
17	14	0.123359
18	14	0.180681
19	14	0.090336
20	14	0.927025
21	14	0.236820
22	14	0.712254
23	14	0.234892
24	14	0.423762
25	14	0.023753
26	14	0.812538
27	14	0.983756
28	14	0.907054
29	14	0.108558
30	14	0.017978
31	14	0.000219
 0	15	0.453114
 1	15	0.821919
 2	15	0.963008
 3	15	0.576082
 4	15	0.276113
 5	15	0.824149
 6	15	0.984950
 7	15	0.108630
 8	15	0.853673
 9	15	0.518588
10	15	0.348534
11	15	0.320540
12	15	0.957041
13	15	0.059121
14	15	0.248953
15	15	0.334441
16	15	0.182480
17	15	0.429635
18	15	0.424777
19	15	0.109504
20	15	0.666454
21	15	0.137031
22	15	0.344396
23	15	0.090216
24	15	0.160784
25	15	0.156934
26	15	0.073972
27	15	0.067838
28	15	0.265493
29	15	0.091950
30	15	0.068057
31	15	0.718607
 0	16	0.913869
 1	16	0.031065
 2	16	0.294689
 3	16	0.189981
 4	16	0.855214
 5	16	0.279639
 6	16	0.298611
 7	16	0.708887
 8	16	0.798227
 9	16	0.647146
10	16	0.029427
11	16	0.755268
12	16	0.706266
13	16	0.278381
14	16	0.089709
15	16	0.888746
16	16	0.708015
17	16	0.514486
18	16	0.998251
19	16	0.374469
20	16	0.651517
21	16	0.342647
22	16	0.464686
23	16	0.812301
24	16	0.499581
25	16	0.538658
26	16	0.880139
27	16	0.765074
28	16	0.630608
29	16	0.948196
30	16	0.483680
31	16	0.544476
 0	17	0.979261
 1	17	0.778369
 2	17	0.734458
 3	17	0.834475
 4	17	0.058008
 5	17	0.033069
 6	17	0.543363
 7	17	0.856235
 8	17	0.680215
 9	17	0.572790
10	17	0.611503
11	17	0.386481
12	17	0.851171
13	17	0.701212
14	17	0.275227
15	17	0.559186
16	17	0.215698
17	17	0.273478
18	17	0.933655
19	17	0.867215
20	17	0.616125
21	17	0.398341
22	17	0.679516
23	17	0.115706
24	17	0.936998
25	17	0.559655
26	17	0.880779
27	17	0.567606
28	17	0.507852
29	17	0.364460
30	17	0.112082
31	17	0.487113
 0	18	0.142829
 1	18	0.846540
 2	18	0.321588
 3	18	0.200837
 4	18	0.879609
 5	18	0.864951
 6	18	0.057072
 7	18	0.559824
 8	18	0.437741
 9	18	0.668575
10	18	0.946306
11	18	0.288912
12	18	0.369787
13	18	0.221533
14	18	0.848098
15	18	0.585485
16	18	0.495011
17	18	0.781753
18	18	0.452700
19	18	0.111136
20	18	0.180093
21	18	0.132217
22	18	0.226842
23	18	0.117091
24	18	0.691872
25	18	0.107621
26	18	0.684697
27	18	0.199723
28	18	0.472081
29	18	0.796779
30	18	0.686836
31	18	0.614909
 0	19	0.643320
 1	19	0.008425
 2	19	0.815746
 3	19	0.522929
 4	19	0.873376
 5	19	0.872818
 6	19	0.082753
 7	19	0.311117
 8	19	0.541392
 9	19	0.029059
10	19	0.600029
11	19	0.911179
12	19	0.250592
13	19	0.448126
14	19	0.496664
15	19	0.745603
16	19	0.229879
17	19	0.949364
18	19	0.856739
19	19	0.409972
20	19	0.081581
21	19	0.083581
22	19	0.527064
23	19	0.773453
24	19	0.191202
25	19	0.211761
26	19	0.973176
27	19	0.663283
28	19	0.008540
29	19	0.660012
30	19	0.278192
31	19	0.651860
 0	20	0.668437
 1	20	0.093938
 2	20	0.174789
 3	20	0.541813
 4	20	0.966756
 5	20	0.257542
 6	20	0.852930
 7	20	0.508148
 8	20	0.286601
 9	20	0.452958
10	20	0.419327
11	20	0.537192
12	20	0.901085
13	20	0.915992
14	20	0.282795
15	20	0.130964
16	20	0.865356
17	20	0.139534
18	20	0.540936
19	20	0.946937
20	20	0.223115
21	20	0.068000
22	20	0.720389
23	20	0.414317
24	20	0.279760
25	20	0.693565
26	20	0.077600
27	20	0.288300
28	20	0.353577
29	20	0.355793
30	20	0.940160
31	20	0.022014
 0	21	0.449731
 1	21	0.114949
 2	21	0.563827
 3	21	0.416487
 4	21	0.372491
 5	21	0.416757
 6	21	0.924636
 7	21	0.659091
 8	21	0.869715
 9	21	0.343963
10	21	0.196283
11	21	0.770800
12	21	0.259954
13	21	0.479079
14	21	0.901764
15	21	0.125310
16	21	0.618613
17	21	0.442700
18	21	0.072247
19	21	0.841728
20	21	0.510699
21	21	0.792637
22	21	0.256046
23	21	0.790460
24	21	0.486202
25	21	0.333646
26	21	0.078760
27	21	0.839780
28	21	0.689439
29	21	0.018920
30	21	0.861794
31	21	0.139170
 0	22	0.133869
 1	22	0.425621
 2	22	0.555657
 3	22	0.506360
 4	22	0.842377
 5	22	0.480293
 6	22	0.165451
 7	22	0.712092
 8	22	0.824256
 9	22	0.361734
10	22	0.482892
11	22	0.084210
12	22	0.840813
13	22	0.384656
14	22	0.209521
15	22	0.459426
16	22	0.827355
17	22	0.281768
18	22	0.301155
19	22	0.338055
20	22	0.074405
21	22	0.557201
22	22	0.128514
23	22	0.560607
24	22	0.890847
25	22	0.207275
26	22	0.400386
27	22	0.580286
28	22	0.226195
29	22	0.262180
30	22	0.719456
31	22	0.360064
 0	23	0.687801
 1	23	0.275113
 2	23	0.866424
 3	23	0.530178
 4	23	0.755405
 5	23	0.031875
 6	23	0.242271
 7	23	0.579661
 8	23	0.393609
 9	23	0.725163
10	23	0.663871
11	23	0.234422
12	23	0.109818
13	23	0.873392
14	23	0.693848
15	23	0.937174
16	23	0.155160
17	23	0.995003
18	23	0.275228
19	23	0.229564
20	23	0.552204
21	23	0.403743
22	23	0.790171
23	23	0.443050
24	23	0.611017
25	23	0.190557
26	23	0.023336
27	23	0.837212
28	23	0.452737
29	23	0.742791
30	23	0.197277
31	23	0.140538
 0	24	0.017904
 1	24	0.063701
 2	24	0.670717
 3	24	0.773309
 4	24	0.095575
 5	24	0.912988
 6	24	0.352970
 7	24	0.489185
 8	24	0.638150
 9	24	0.016842
10	24	0.723607
11	24	0.747969
12	24	0.890233
13	24	0.417455
14	24	0.685142
15	24	0.045393
16	24	0.412458
17	24	0.960370
18	24	0.274957
19	24	0.964661
20	24	0.364113
21	24	0.065128
22	24	0.407712
23	24	0.975130
24	24	0.255685
25	24	0.431047
26	24	0.812343
27	24	0.708422
28	24	0.173839
29	24	0.009619
30	24	0.848961
31	24	0.191743
 0	25	0.073320
 1	25	0.519677
 2	25	0.965052
 3	25	0.168895
 4	25	0.432665
 5	25	0.318022
 6	25	0.658080
 7	25	0.070815
 8	25	0.334864
 9	25	0.381687
10	25	0.818784
11	25	0.225097
12	25	0.799141
13	25	0.503926
14	25	0.270490
15	25	0.211599
16	25	0.464297
17	25	0.545447
18	25	0.176260
19	25	0.828409
20	25	0.610575
21	25	0.583972
22	25	0.803540
23	25	0.866259
24	25	0.015020
25	25	0.615882
26	25	0.574682
27	25	0.188858
28	25	0.625502
29	25	0.423642
30	25	0.380601
31	25	0.698822
 0	26	0.943320
 1	26	0.345653
 2	26	0.867717
 3	26	0.375985
 4	26	0.663676
 5	26	0.525797
 6	26	0.446800
 7	26	0.998540
 8	26	0.907484
 9	26	0.265584
10	26	0.223637
11	26	0.706625
12	26	0.769510
13	26	0.494127
14	26	0.918224
15	26	0.233807
16	26	0.039574
17	26	0.094485
18	26	0.062216
19	26	0.650149
20	26	0.678457
21	26	0.865756
22	26	0.516408
23	26	0.693476
24	26	0.481638
25	26	0.091090
26	26	0.882335
27	26	0.107140
28	26	0.514732
29	26	0.262936
30	26	0.805962
31	26	0.458052
 0	27	0.608589
 1	27	0.673679
 2	27	0.834036
 3	27	0.272265
 4	27	0.199476
 5	27	0.280836
 6	27	0.270804
 7	27	0.106959
 8	27	0.546420
 9	27	0.494441
10	27	0.813584
11	27	0.315930
12	27	0.988569
13	27	0.731808
14	27	0.549737
15	27	0.028143
16	27	0.826293
17	27	0.611953
18	27	0.678291
19	27	0.504750
20	27	0.477708
21	27	0.194700
22	27	0.198226
23	27	0.959347
24	27	0.285789
25	27	0.080560
26	27	0.066487
27	27	0.800521
28	27	0.343496
29	27	0.872448
30	27	0.258573
31	27	0.952085
 0	28	0.546127
 1	28	0.092609
 2	28	0.224349
 3	28	0.745603
 4	28	0.373445
 5	28	0.495154
 6	28	0.852562
 7	28	0.919865
 8	28	0.989595
 9	28	0.666146
10	28	0.235795
11	28	0.978164
12	28	0.397954
13	28	0.785532
14	28	0.006306
15	28	0.224247
16	28	0.397484
17	28	0.684598
18	28	0.728997
19	28	0.875193
20	28	0.879297
21	28	0.927223
22	28	0.834539
23	28	0.165087
24	28	0.007783
25	28	0.901026
26	28	0.965608
27	28	0.351279
28	28	0.773474
29	28	0.224181
30	28	0.303364
31	28	0.319601
 0	29	0.316790
 1	29	0.527713
 2	29	0.065203
 3	29	0.690235
 4	29	0.022867
 5	29	0.917765
 6	29	0.610100
 7	29	0.012462
 8	29	0.583911
 9	29	0.845896
10	29	0.990626
11	29	0.981866
12	29	0.631427
13	29	0.996932
14	29	0.206113
15	29	0.028912
16	29	0.681530
17	29	0.935110
18	29	0.904105
19	29	0.560827
20	29	0.862333
21	29	0.738644
22	29	0.725914
23	29	0.870116
24	29	0.639670
25	29	0.691522
26	29	0.221394
27	29	0.413144
28	29	0.915703
29	29	0.524758
30	29	0.732745
31	29	0.232493
 0	30	0.052471
 1	30	0.797948
 2	30	0.922729
 3	30	0.075338
 4	30	0.715714
 5	30	0.532829
 6	30	0.087800
 7	30	0.299625
 8	30	0.378725
 9	30	0.078426
10	30	0.281491
11	30	0.010152
12	30	0.075358
13	30	0.487604
14	30	0.039064
15	30	0.756888
16	30	0.422714
17	30	0.943169
18	30	0.317715
19	30	0.285047
20	30	0.681813
21	30	0.043629
22	30	0.155163
23	30	0.321483
24	30	0.735151
25	30	0.376557
26	30	0.734627
27	30	0.650854
28	30	0.901316
29	30	0.467372
30	30	0.883347
31	30	0.953787
 0	31	0.265320
 1	31	0.806076
 2	31	0.029125
 3	31	0.981033
 4	31	0.338905
 5	31	0.116925
 6	31	0.280659
 7	31	0.717630
 8	31	0.195351
 9	31	0.562150
10	31	0.727782
11	31	0.270709
12	31	0.049754
13	31	0.766846
14	31	0.027596
15	31	0.472468
16	31	0.710015
17	31	0.345311
18	31	0.757516
19	31	0.391828
20	31	0.388940
21	31	0.912679
22	31	0.713311
23	31	0.124091
24	31	0.289236
25	31	0.447937
26	31	0.774945
27	31	0.190551
28	31	0.915309
29	31	0.658292
30	31	0.144338
31	31	0.180629
